20210421 11:00,4137700,4149100,4136200,4148900,7704613
20210421 12:00,4148900,4149200,4143610,4144600,5230832
20210421 13:00,4144750,4149400,4144500,4149100,3607165
20210421 14:00,4149150,4152600,4147600,4149600,4930111
20210421 15:00,4149500,4162700,4148300,4160700,19240084
20210422 09:00,4159100,4159100,4147200,4153000,6065383
20210422 10:00,4152800,4161600,4145350,4158500,8509417
20210422 11:00,4158700,4164500,4157100,4160800,5589737
20210422 12:00,4161000,4167500,4157700,4167500,5959183
20210422 13:00,4167500,4167800,4115000,4118200,27644617
20210422 14:00,4118200,4134500,4111400,4129800,14613042
20210422 15:00,4130100,4134400,4117650,4122700,23656626
20210423 09:00,4128200,4142000,4127900,4141700,5484589
20210423 10:00,4141900,4160200,4141100,4159700,10820850
20210423 11:00,4159700,4164700,4156200,4162550,8632141
20210423 12:00,4162500,4172800,4162500,4171000,5977519
20210423 13:00,4171000,4173800,4169000,4170350,4383634
20210423 14:00,4170200,4175800,4167600,4173800,6560087
20210423 15:00,4173700,4182400,4166400,4167400,21538012
20210426 09:00,4174200,4179800,4172000,4176900,5671152
20210426 10:00,4177000,4181700,4176200,4177500,6743879
20210426 11:00,4177500,4181500,4176100,4176800,4989136
20210426 12:00,4176800,4178090,4172800,4175700,3568701
20210426 13:00,4175950,4177200,4172950,4177100,3273561
20210426 14:00,4177000,4181100,4177000,4180900,4699815
20210426 15:00,4180900,4182200,4169700,4176100,18188333
20210427 09:00,4179700,4179900,4167800,4168400,7759622
20210427 10:00,4168500,4173500,4163200,4171700,7479516
20210427 11:00,4171700,4176500,4169600,4175350,5857072
20210427 12:00,4175400,4177300,4169800,4170900,4633236
20210427 13:00,4170950,4175700,4170550,4174000,2477993
20210427 14:00,4174000,4178200,4170700,4176100,6469349
20210427 15:00,4176000,4181400,4172600,4175200,13542110
20210428 09:00,4178400,4184100,4173200,4183800,5347142
20210428 10:00,4183900,4184500,4177400,4180320,5201654
20210428 11:00,4180350,4181050,4172300,4173000,5125257
20210428 12:00,4173000,4178900,4171200,4178100,2969984
20210428 13:00,4178100,4178300,4172400,4173100,2843849
20210428 14:00,4173100,4190100,4169000,4183100,9766851
20210428 15:00,4183300,4185300,4170400,4174000,15831642
20210429 09:00,4203800,4207200,4194900,4195700,7813493
20210429 10:00,4195700,4195700,4175400,4182700,12493453
20210429 11:00,4182600,4188700,4173900,4175500,7335662
20210429 12:00,4175500,4182500,4164400,4181100,12512901
20210429 13:00,4181200,4188100,4177900,4186000,5799185
20210429 14:00,4186200,4204900,4185500,4200100,8847961
20210429 15:00,4200150,4204500,4195100,4200600,19240035
20210430 09:00,4176700,4185000,4174100,4184800,5369615
20210430 10:00,4184500,4185400,4173300,4174700,8655864
20210430 11:00,4174850,4177600,4167100,4176200,10697956
20210430 12:00,4176300,4178900,4171100,4174700,4469925
